Date,Transaction_Owner,Transaction_ID,Cost_Per_Day
6/7/2024,Owner-A3,TID-A193,23.50199734997481
6/1/2024,Owner-A2,TID-A189,23.49403011422351
6/1/2024,Owner-C3,TID-A179,23.494020638557316
6/2/2024,Owner-C3,TID-A179,23.493791775529065
6/6/2024,Owner-C2,TID-A193,23.480681998913216
6/23/2024,Owner-C3,TID-A179,23.47835025607925
6/5/2024,Owner-B2,TID-A170,23.469563903221818
6/5/2024,Owner-A2,TID-A189,23.45938246721336
6/29/2024,Owner-B3,TID-A142,23.449496316587343
6/11/2024,Owner-B2,TID-A170,23.439517676820596
6/22/2024,Owner-A4,TID-A185,23.431251980361477
6/28/2024,Owner-A3,TID-A193,23.400858264963865
6/27/2024,Owner-C2,TID-A193,23.38517590875868
6/15/2024,Owner-C3,TID-A179,23.372296383859158
6/6/2024,Owner-A5,TID-A168,23.36781525717266
6/7/2024,Owner-C3,TID-A187,23.363285959503976
6/28/2024,Owner-A3,TID-A195,23.35198144173129
6/24/2024,Owner-A3,TID-A193,23.345439255878453
6/7/2024,Owner-C2,TID-A193,23.34468981617447
6/10/2024,Owner-A2,TID-A189,23.331891525912194
6/13/2024,Owner-A2,TID-A189,23.321509996560103
6/22/2024,Owner-A3,TID-A195,23.313256781107683
6/26/2024,Owner-A3,TID-A195,23.304870329658893
6/26/2024,Owner-A3,TID-A193,23.297210432240888
6/26/2024,Owner-C3,TID-A193,23.29407775306209
6/28/2024,Owner-C2,TID-A193,23.289156485790468
6/8/2024,Owner-D3,TID-A148,23.284203455927965
6/3/2024,Owner-A3,TID-A195,23.283505401332167
6/17/2024,Owner-A3,TID-A195,23.27662385349499
6/27/2024,Owner-C3,TID-A193,23.274945239249565
6/30/2024,Owner-A2,TID-A189,23.274660123418773
6/21/2024,Owner-A4,TID-A185,23.271814322332922
6/8/2024,Owner-C2,TID-A193,23.264564211619987
6/25/2024,Owner-A3,TID-A193,23.260347370971484
6/25/2024,Owner-A4,TID-A185,23.254488865316098
6/22/2024,Owner-C3,TID-A193,23.22380902229408
6/23/2024,Owner-A3,TID-A193,23.205439812539186
6/4/2024,Owner-A3,TID-A195,23.200750857384453
6/11/2024,Owner-A2,TID-A189,23.200427973606487
6/10/2024,Owner-A3,TID-A193,23.184434603409514
6/22/2024,Owner-A2,TID-A189,23.174499517794725
6/6/2024,Owner-A2,TID-A189,23.166696146731798
6/30/2024,Owner-A3,TID-A195,23.157313281468415
6/29/2024,Owner-A2,TID-A189,23.130616184172556
6/7/2024,Owner-A2,TID-A189,23.13022826
6/6/2024,Owner-C3,TID-A187,23.12191761118935
6/19/2024,Owner-C3,TID-A193,23.118196629691084
6/19/2024,Owner-A4,TID-A185,23.11229061250073
6/25/2024,Owner-C3,TID-A193,23.110665498738577
6/18/2024,Owner-C3,TID-A193,23.09718716504928
6/26/2024,Owner-C2,TID-A193,23.093810211164243
6/6/2024,Owner-A3,TID-A195,23.091628051819626
6/2/2024,Owner-A3,TID-A195,23.090487857337703
6/29/2024,Owner-A3,TID-A193,23.069342366523678
6/24/2024,Owner-C3,TID-A193,23.064874094069648
6/14/2024,Owner-A2,TID-A189,23.063806469688238
6/20/2024,Owner-C3,TID-A193,23.058027672220966
6/24/2024,Owner-A3,TID-A195,23.055276504473344
6/17/2024,Owner-A4,TID-A185,23.05107582124543
6/30/2024,Owner-A3,TID-A193,23.04284964175739
6/25/2024,Owner-C2,TID-A193,23.042024806758118
6/22/2024,Owner-A3,TID-A193,23.03585966076377
6/9/2024,Owner-A3,TID-A193,23.02738198055898
6/21/2024,Owner-A3,TID-A193,23.021987422252078
6/9/2024,Owner-A2,TID-A185,22.986130451083902
6/1/2024,Owner-A3,TID-A195,22.97808821247392
6/25/2024,Owner-A3,TID-A195,22.96821224003208
6/13/2024,Owner-A3,TID-A195,22.964752048445156
6/12/2024,Owner-A3,TID-A195,22.95905167456876
6/8/2024,Owner-A2,TID-A185,22.949971963677818
6/12/2024,Owner-A2,TID-A189,22.942555069784735
6/23/2024,Owner-A2,TID-A189,22.939202325637073
6/10/2024,Owner-C2,TID-A193,22.928955739760944
6/11/2024,Owner-C2,TID-A193,22.920337820746536
6/12/2024,Owner-C2,TID-A193,22.910327191148316
6/8/2024,Owner-A3,TID-A193,22.90917025769449
6/10/2024,Owner-A3,TID-A195,22.90862100736627
6/28/2024,Owner-C3,TID-A193,22.90647269307304
6/15/2024,Owner-A2,TID-A189,22.891005082658978
6/28/2024,Owner-B3,TID-A144,22.87340522903296
6/21/2024,Owner-C2,TID-A193,22.865638680825093
6/23/2024,Owner-C3,TID-A193,22.86174600357228
6/17/2024,Owner-C3,TID-A193,22.86000462250042
6/9/2024,Owner-C2,TID-A193,22.853049440800394
6/7/2024,Owner-A3,TID-A195,22.84587704548694
6/19/2024,Owner-A3,TID-A193,22.84345910327635
6/14/2024,Owner-A3,TID-A195,22.843260514894222
6/15/2024,Owner-B2,TID-A193,22.842016177044098
6/20/2024,Owner-A3,TID-A193,22.830408773567086
6/24/2024,Owner-C2,TID-A193,22.827369315975226
6/23/2024,Owner-A3,TID-A195,22.81313527870525
6/18/2024,Owner-B2,TID-A193,22.809119675554065
6/16/2024,Owner-C3,TID-A193,22.777482852752115
6/18/2024,Owner-A3,TID-A193,22.76453407830178
6/17/2024,Owner-B2,TID-A193,22.764533267961486
6/30/2024,Owner-A2,TID-A185,22.758505518136026
6/29/2024,Owner-A3,TID-A195,22.747297853432702
6/23/2024,Owner-C2,TID-A193,22.738475123025903
6/9/2024,Owner-A3,TID-A195,22.716021696274964
6/15/2024,Owner-C2,TID-A193,22.706285771170055
6/22/2024,Owner-B2,TID-A193,22.697242280620763
6/16/2024,Owner-B2,TID-A193,22.693124958928863
6/16/2024,Owner-A3,TID-A195,22.68901472836985
6/17/2024,Owner-A3,TID-A193,22.686977042238492
6/22/2024,Owner-C2,TID-A193,22.67404669298574
6/12/2024,Owner-B2,TID-A193,22.658494743739972
6/8/2024,Owner-A3,TID-A195,22.65695394192256
6/15/2024,Owner-A3,TID-A195,22.65593212702967
6/8/2024,Owner-B2,TID-A193,22.645629633095474
6/19/2024,Owner-B2,TID-A193,22.641475189599365
6/2/2024,Owner-B1,TID-A127,22.632644642740637
6/1/2024,Owner-B1,TID-A127,22.630198288873927
6/5/2024,Owner-C2,TID-A193,22.614268689705828
6/4/2024,Owner-B2,TID-A170,22.613931384096066
6/21/2024,Owner-B2,TID-A193,22.611857369954944
6/8/2024,Owner-A2,TID-A189,22.600677251115492
6/30/2024,Owner-B2,TID-A193,22.586226467257468
6/29/2024,Owner-A5,TID-A197,22.58279470247217
6/23/2024,Owner-B2,TID-A193,22.575814242562846
6/20/2024,Owner-C2,TID-A193,22.521342801590652
6/11/2024,Owner-B2,TID-A193,22.517413248129635
6/10/2024,Owner-B2,TID-A193,22.509592098970394
6/18/2024,Owner-C2,TID-A193,22.50901681
6/16/2024,Owner-A3,TID-A193,22.508971923814624
6/20/2024,Owner-B2,TID-A193,22.498840265317778
6/17/2024,Owner-C2,TID-A193,22.47658390897002
6/9/2024,Owner-B2,TID-A193,22.45676176949584
6/24/2024,Owner-B2,TID-A193,22.436309303383368
6/29/2024,Owner-B2,TID-A193,22.43134604165694
6/19/2024,Owner-C2,TID-A193,22.426926056875907
6/30/2024,Owner-A5,TID-A197,22.426211300288145
6/16/2024,Owner-A3,TID-A133,22.417924089833893
6/16/2024,Owner-C2,TID-A193,22.40146800590314
6/20/2024,Owner-A2,TID-A193,22.380428624203997
6/18/2024,Owner-A2,TID-A193,22.376686589230356
6/27/2024,Owner-B2,TID-A193,22.348608603479647
6/28/2024,Owner-B2,TID-A193,22.317852471648372
6/25/2024,Owner-B2,TID-A193,22.310842750303546
6/14/2024,Owner-C2,TID-A193,22.306375080956542
6/7/2024,Owner-B2,TID-A193,22.235278484006805
6/4/2024,Owner-C2,TID-A193,22.22589190980165
6/10/2024,Owner-A2,TID-A193,22.222019347741057
6/3/2024,Owner-B1,TID-A148,22.207083102929378
6/19/2024,Owner-B2,TID-A185,22.16913557151494
6/14/2024,Owner-B2,TID-A193,22.148193868095643
6/26/2024,Owner-B2,TID-A193,22.13074727508446
6/21/2024,Owner-B2,TID-A185,22.130543747006868
6/11/2024,Owner-A3,TID-A195,22.124184547860825
6/3/2024,Owner-B3,TID-A146,22.11983732196626
6/18/2024,Owner-B2,TID-A185,22.112537958827716
6/23/2024,Owner-B2,TID-A185,22.11063148324291
6/13/2024,Owner-A3,TID-A193,22.103255561799376
6/20/2024,Owner-B2,TID-A185,22.10264322532854
6/22/2024,Owner-B2,TID-A185,22.09419670107147
6/24/2024,Owner-A3,TID-A199,22.08146113842867
6/5/2024,Owner-B2,TID-A193,22.069206941431542
6/9/2024,Owner-A3,TID-A199,22.061004939072227
6/9/2024,Owner-A2,TID-A189,22.056281125738387
6/14/2024,Owner-A3,TID-A193,22.05037153761453
6/6/2024,Owner-B2,TID-A193,22.041984593296146
6/13/2024,Owner-C2,TID-A193,22.02885851914681
6/26/2024,Owner-A2,TID-A193,22.02849457087896
6/2/2024,Owner-A3,TID-A199,22.02505001594223
6/6/2024,Owner-A3,TID-A199,22.006429614740668
6/27/2024,Owner-A3,TID-A199,21.99709355
6/30/2024,Owner-C2,TID-A193,21.99620269821491
6/13/2024,Owner-A2,TID-A193,21.973494545321728
6/20/2024,Owner-A4,TID-A185,21.970992974107414
6/2/2024,Owner-A5,TID-A168,21.964420831260465
6/12/2024,Owner-A3,TID-A193,21.95723693563254
6/3/2024,Owner-C2,TID-A193,21.949239282541797
6/8/2024,Owner-A3,TID-A199,21.943848450374926
6/17/2024,Owner-A2,TID-A193,21.94378688077715
6/4/2024,Owner-A2,TID-A193,21.942781849375933
6/19/2024,Owner-A2,TID-A193,21.93358493761171
6/15/2024,Owner-D4,TID-A137,21.922056682099274
6/7/2024,Owner-A3,TID-A199,21.921719620888975
6/11/2024,Owner-A2,TID-A193,21.90742503802101
6/30/2024,Owner-A3,TID-A199,21.889299408547586
6/25/2024,Owner-A2,TID-A193,21.87544397411628
6/28/2024,Owner-A3,TID-A199,21.854853843401763
6/13/2024,Owner-B2,TID-A193,21.825041296453662
6/21/2024,Owner-A2,TID-A193,21.803933638697877
6/29/2024,Owner-C2,TID-A193,21.803319633210975
6/3/2024,Owner-A3,TID-A199,21.796285921171542
6/1/2024,Owner-A5,TID-A168,21.775947625286232
6/5/2024,Owner-A3,TID-A199,21.758260352707048
6/17/2024,Owner-B2,TID-A185,21.73730183569663
6/12/2024,Owner-A2,TID-A193,21.73131851214437
6/24/2024,Owner-A2,TID-A193,21.724273803321598
6/4/2024,Owner-A5,TID-A175,21.715473006717957
6/5/2024,Owner-F3,TID-A324,21.70891347779153
6/3/2024,Owner-B2,TID-A170,21.686494131544986
6/4/2024,Owner-A3,TID-A199,21.68247297
6/1/2024,Owner-B2,TID-A170,21.663821385003203
6/26/2024,Owner-A3,TID-A199,21.64985885458697
6/2/2024,Owner-B2,TID-A170,21.64888638
6/7/2024,Owner-A2,TID-A193,21.642851325059237
6/23/2024,Owner-A3,TID-A199,21.636207509764265
6/1/2024,Owner-A3,TID-A199,21.621676109207367
6/14/2024,Owner-A4,TID-A185,21.61087247946956
6/27/2024,Owner-A2,TID-A193,21.605587137563116
6/15/2024,Owner-B2,TID-A185,21.595621330375252
6/16/2024,Owner-B2,TID-A185,21.586381072037042
6/14/2024,Owner-B2,TID-A185,21.55162419184647
6/25/2024,Owner-A3,TID-A199,21.537880356602948
6/30/2024,Owner-A4,TID-A200,21.534943702632727
6/6/2024,Owner-A2,TID-A193,21.516918985899316
6/2/2024,Owner-A2,TID-A185,21.50665589585323
6/7/2024,Owner-B2,TID-A185,21.506640525516644
6/29/2024,Owner-A4,TID-A200,21.502090138529994
6/5/2024,Owner-C3,TID-A187,21.499327785818945
6/10/2024,Owner-B2,TID-A185,21.46315153
6/28/2024,Owner-A2,TID-A193,21.447522521277488
6/3/2024,Owner-B2,TID-A193,21.442021295464677
6/1/2024,Owner-C2,TID-A193,21.434005650837264
6/3/2024,Owner-A2,TID-A193,21.42879150425191
6/25/2024,Owner-A4,TID-A200,21.42605827
6/9/2024,Owner-B2,TID-A185,21.41925603123951
6/5/2024,Owner-A2,TID-A193,21.418764764646685
6/26/2024,Owner-A4,TID-A200,21.40553179200891
6/5/2024,Owner-A5,TID-A175,21.396732181359678
6/8/2024,Owner-B2,TID-A185,21.395229290241375
6/8/2024,Owner-A2,TID-A193,21.392254689959586
6/2/2024,Owner-C2,TID-A193,21.38923770801843
6/28/2024,Owner-A4,TID-A200,21.354384614585914
6/14/2024,Owner-A2,TID-A193,21.343027040023834
6/28/2024,Owner-A4,TID-A193,21.33750873
6/27/2024,Owner-A4,TID-A193,21.335300871849647
6/27/2024,Owner-A4,TID-A200,21.32117173227783
6/2/2024,Owner-A4,TID-A193,21.306493514920945
6/7/2024,Owner-A4,TID-A193,21.297307400622696
6/26/2024,Owner-A4,TID-A193,21.296688795759092
6/1/2024,Owner-A4,TID-A193,21.28011368043818
6/22/2024,Owner-A4,TID-A193,21.27957423108524
6/29/2024,Owner-A3,TID-A199,21.274058779468245
6/30/2024,Owner-A4,TID-A193,21.27204678680679
6/25/2024,Owner-A4,TID-A193,21.264598884015193
6/29/2024,Owner-A4,TID-A193,21.262995635229913
6/18/2024,Owner-A3,TID-A199,21.258855969027177
6/24/2024,Owner-A4,TID-A193,21.222015586557507
6/8/2024,Owner-A4,TID-A193,21.214280800784664
6/3/2024,Owner-A4,TID-A193,21.21289156814086
6/17/2024,Owner-A3,TID-A199,21.21143257388227
6/12/2024,Owner-A3,TID-A199,21.20940780854796
6/21/2024,Owner-A4,TID-A193,21.209364141740192
6/4/2024,Owner-B2,TID-A193,21.199148607301538
6/18/2024,Owner-A2,TID-A183,21.197687178548026
6/2/2024,Owner-A4,TID-A179,21.19333488
6/19/2024,Owner-A3,TID-A199,21.192092193603223
6/23/2024,Owner-A4,TID-A193,21.18313850600064
6/6/2024,Owner-A4,TID-A193,21.17114822600984
6/13/2024,Owner-A3,TID-A199,21.16857535631393
6/20/2024,Owner-A3,TID-A199,21.166898836740742
6/19/2024,Owner-A4,TID-A193,21.164165060357426
6/21/2024,Owner-A3,TID-A199,21.159599756328593
6/1/2024,Owner-A4,TID-A179,21.15917649181953
6/3/2024,Owner-A4,TID-A179,21.147049758823226
6/20/2024,Owner-A4,TID-A193,21.144968945430648
6/2/2024,Owner-B2,TID-A193,21.125549103160626
6/22/2024,Owner-A2,TID-A193,21.110796648570005
6/14/2024,Owner-A3,TID-A199,21.10981168653554
6/15/2024,Owner-A3,TID-A199,21.10455602
6/1/2024,Owner-B2,TID-A193,21.104198329903458
6/18/2024,Owner-A4,TID-A193,21.103639446773986
6/14/2024,Owner-A4,TID-A193,21.102268295929374
6/10/2024,Owner-A3,TID-A199,21.099344090860594
6/16/2024,Owner-A4,TID-A185,21.085586498126457
6/17/2024,Owner-A4,TID-A193,21.081948137097445
6/12/2024,Owner-B2,TID-A185,21.078486627968676
6/5/2024,Owner-A4,TID-A193,21.07827399737403
6/13/2024,Owner-A4,TID-A193,21.071095939968476
6/15/2024,Owner-A4,TID-A185,21.070642309218126
6/9/2024,Owner-A4,TID-A193,21.06836270124659
6/15/2024,Owner-A4,TID-A193,21.068008739820865
6/16/2024,Owner-A4,TID-A193,21.057484879841084
6/12/2024,Owner-A4,TID-A193,21.055910899568662
6/24/2024,Owner-A4,TID-A200,21.054552896560736
6/10/2024,Owner-A4,TID-A193,21.05349630516413
6/16/2024,Owner-A3,TID-A199,21.051466847943935
6/22/2024,Owner-A3,TID-A199,21.040700221219584
6/4/2024,Owner-A4,TID-A193,21.035410582433354
6/16/2024,Owner-A2,TID-A193,21.033634573720526
6/26/2024,Owner-A2,TID-A183,21.010624893086757
6/11/2024,Owner-A4,TID-A193,21.009571702867916
6/2/2024,Owner-C1,TID-A152,20.98264723577542
6/29/2024,Owner-B2,TID-A152,20.980339290341636
6/25/2024,Owner-A2,TID-A183,20.946886133800827
6/4/2024,Owner-A4,TID-A179,20.945486885688297
6/26/2024,Owner-B2,TID-A152,20.94190098320847
6/30/2024,Owner-B2,TID-A152,20.934246632412354
6/9/2024,Owner-A2,TID-A193,20.904465016187746
6/21/2024,Owner-B2,TID-A152,20.883871987066676
6/22/2024,Owner-A4,TID-A200,20.86765673095736
6/23/2024,Owner-A4,TID-A200,20.864746940429377
6/25/2024,Owner-B2,TID-A152,20.862432204899267
6/22/2024,Owner-B2,TID-A152,20.851624791398358
6/13/2024,Owner-A4,TID-A200,20.828410541137444
6/21/2024,Owner-A4,TID-A200,20.819017215820566
6/19/2024,Owner-A4,TID-A200,20.789652557622617
6/20/2024,Owner-A4,TID-A200,20.744046799479733
6/23/2024,Owner-B2,TID-A152,20.732571992054158
6/5/2024,Owner-A4,TID-A142,20.71109207
6/18/2024,Owner-A4,TID-A200,20.69733838907678
6/12/2024,Owner-A4,TID-A200,20.66160174283942
6/30/2024,Owner-C3,TID-A179,20.657041060889004
6/4/2024,Owner-C3,TID-A187,20.63832556153091
6/23/2024,Owner-A2,TID-A193,20.61208366
6/29/2024,Owner-D4,TID-A324,20.59400665364065
6/17/2024,Owner-A4,TID-A200,20.560516717975812
6/11/2024,Owner-A3,TID-A193,20.52889480712936
6/15/2024,Owner-A4,TID-A200,20.508471666274083
6/29/2024,Owner-C3,TID-A179,20.494335524186983
6/24/2024,Owner-B2,TID-A152,20.481810325616102
6/11/2024,Owner-A3,TID-A199,20.462791035410728
6/2/2024,Owner-A2,TID-A193,20.453301385583515
6/2/2024,Owner-A4,TID-A142,20.447477834114494
6/21/2024,Owner-A4,TID-A202,20.438681601420512
6/16/2024,Owner-A4,TID-A200,20.418311666814176
6/26/2024,Owner-A4,TID-A202,20.411881683358498
6/1/2024,Owner-A2,TID-A193,20.41063422969731
6/22/2024,Owner-A4,TID-A202,20.40346141282665
6/19/2024,Owner-A4,TID-A202,20.39997159982781
6/26/2024,Owner-B3,TID-A171,20.399532611912182
6/6/2024,Owner-B2,TID-A185,20.393148598774925
6/27/2024,Owner-A4,TID-A202,20.39283379547735
6/14/2024,Owner-A4,TID-A200,20.391340969163668
6/23/2024,Owner-A4,TID-A202,20.391193396601558
6/18/2024,Owner-A2,TID-A162,20.38982987212275
6/19/2024,Owner-A2,TID-A183,20.388611560835066
6/20/2024,Owner-A4,TID-A202,20.37616952398115
6/28/2024,Owner-A4,TID-A202,20.375390613301974
6/25/2024,Owner-A4,TID-A202,20.352213344485744
6/30/2024,Owner-A4,TID-A202,20.35115133841375
6/29/2024,Owner-A4,TID-A202,20.347416986733823
6/11/2024,Owner-A4,TID-A200,20.34381780135685
6/1/2024,Owner-A4,TID-A142,20.32512522494062
6/7/2024,Owner-A4,TID-A202,20.319244694931683
6/11/2024,Owner-A4,TID-A202,20.319188346352966
6/6/2024,Owner-A4,TID-A202,20.318258527799603
6/13/2024,Owner-A4,TID-A202,20.316881752138848
6/12/2024,Owner-A4,TID-A202,20.30928588208651
6/17/2024,Owner-A4,TID-A202,20.303286744980472
6/14/2024,Owner-A4,TID-A202,20.30087308699405
6/10/2024,Owner-A4,TID-A202,20.298546784231874
6/24/2024,Owner-A4,TID-A202,20.29445901828091
6/8/2024,Owner-A4,TID-A202,20.294305820317962
6/9/2024,Owner-A4,TID-A202,20.289954166580095
6/18/2024,Owner-A4,TID-A202,20.28889629495311
6/3/2024,Owner-A4,TID-A142,20.285185673003852
6/4/2024,Owner-A4,TID-A142,20.278517731262863
6/15/2024,Owner-A4,TID-A202,20.27307063
6/10/2024,Owner-A4,TID-A200,20.25672256775963
6/16/2024,Owner-A4,TID-A202,20.254035554047878
6/9/2024,Owner-A4,TID-A200,20.241542829986503
6/8/2024,Owner-A4,TID-A200,20.157497963964357
6/30/2024,Owner-A2,TID-A193,20.09844053642375
6/11/2024,Owner-B2,TID-A185,20.090333092904316
6/15/2024,Owner-A2,TID-A183,20.04482329954908
6/29/2024,Owner-A2,TID-A185,20.03177808741023
6/6/2024,Owner-A3,TID-A133,20.02949905521133
6/27/2024,Owner-A2,TID-A183,20.02213839
6/27/2024,Owner-A5,TID-A187,19.991790241499306
6/17/2024,Owner-A2,TID-A162,19.95947289171983
6/28/2024,Owner-A2,TID-A183,19.951431090339625
6/24/2024,Owner-B2,TID-A185,19.922999160484437
6/20/2024,Owner-F1,TID-A324,19.80312926299167
6/5/2024,Owner-A3,TID-A133,19.80061368
6/16/2024,Owner-A2,TID-A162,19.749515497287245
6/28/2024,Owner-B2,TID-A152,19.742465641171513
6/29/2024,Owner-A2,TID-A193,19.664425466184916
6/7/2024,Owner-A2,TID-A183,19.65467969769639
6/4/2024,Owner-A3,TID-A133,19.652648242481003
6/11/2024,Owner-A2,TID-A191,19.634807360092246
6/17/2024,Owner-A2,TID-A183,19.608540033659366
6/1/2024,Owner-D4,TID-A324,19.573727498957584
6/27/2024,Owner-B2,TID-A152,19.51964785
6/15/2024,Owner-A2,TID-A162,19.500724580156373
6/29/2024,Owner-A5,TID-A187,19.494412866630597
6/28/2024,Owner-A5,TID-A187,19.48918219388118
6/7/2024,Owner-A3,TID-A133,19.467141855163916
6/30/2024,Owner-B2,TID-A185,19.45530514888202
6/7/2024,Owner-C1,TID-A152,19.44807364554062
6/4/2024,Owner-F3,TID-A324,19.447704088254536
6/1/2024,Owner-A2,TID-A185,19.412983828112026
6/4/2024,Owner-A4,TID-A152,19.390559493162996
6/3/2024,Owner-C3,TID-A187,19.358023176783057
6/27/2024,Owner-A3,TID-A204,19.355414198734337
6/30/2024,Owner-A3,TID-A204,19.35519295189329
6/30/2024,Owner-A5,TID-A187,19.352437463951684
6/25/2024,Owner-B2,TID-A185,19.352046624823565
6/26/2024,Owner-A5,TID-A187,19.351629210298146
6/7/2024,Owner-A4,TID-A179,19.322670139913942
6/5/2024,Owner-A4,TID-A179,19.31633238304404
6/29/2024,Owner-B2,TID-A185,19.29436467738103
6/12/2024,Owner-C3,TID-A187,19.285380890671334
6/6/2024,Owner-A4,TID-A179,19.26989880617615
6/7/2024,Owner-A4,TID-A200,19.26331214220506
6/14/2024,Owner-A2,TID-A183,19.252692828222727
6/28/2024,Owner-B2,TID-A185,19.25232751557887
6/13/2024,Owner-C3,TID-A187,19.247655709457312
6/11/2024,Owner-C3,TID-A187,19.215741263478176
6/14/2024,Owner-C3,TID-A187,19.206010630131583
6/6/2024,Owner-A5,TID-A187,19.177136468878494
6/25/2024,Owner-C3,TID-A187,19.148615531010496
6/5/2024,Owner-A4,TID-A202,19.14854009
6/28/2024,Owner-A2,TID-A162,19.12945637705347
6/16/2024,Owner-A5,TID-A187,19.123059476058465
6/10/2024,Owner-C3,TID-A187,19.11870677257417
6/30/2024,Owner-A2,TID-A162,19.114308718573525
6/27/2024,Owner-C3,TID-A187,19.109275533242087
6/26/2024,Owner-C3,TID-A187,19.09436141147886
6/13/2024,Owner-A2,TID-A162,19.063477864374562
6/21/2024,Owner-A2,TID-A162,19.057834016613008
6/28/2024,Owner-C3,TID-A187,19.05422307359691
6/27/2024,Owner-A2,TID-A162,19.043403464578844
6/12/2024,Owner-A2,TID-A191,19.042996056155488
6/19/2024,Owner-A2,TID-A162,19.040871774070137
6/24/2024,Owner-A2,TID-A162,19.03219824032871
6/12/2024,Owner-A2,TID-A162,19.030394414724597
6/11/2024,Owner-A2,TID-A162,19.030210875494237
6/8/2024,Owner-A2,TID-A162,19.027374763588355
6/14/2024,Owner-A2,TID-A162,19.025839990178888
6/22/2024,Owner-C3,TID-A187,19.024426889066042
6/8/2024,Owner-C3,TID-A187,19.02303231381947
6/20/2024,Owner-A2,TID-A162,19.020708691760404
6/25/2024,Owner-A2,TID-A162,19.012861334623224
6/26/2024,Owner-A2,TID-A162,19.00446136850519
6/25/2024,Owner-A5,TID-A187,18.998619253550157
6/28/2024,Owner-A3,TID-A204,18.99757244859444
6/10/2024,Owner-A2,TID-A162,18.99657933321111
6/3/2024,Owner-A4,TID-A206,18.989631175145245
6/7/2024,Owner-A2,TID-A162,18.98329780181283
6/18/2024,Owner-A5,TID-A187,18.966360729002766
6/24/2024,Owner-C3,TID-A187,18.94902447578226
6/27/2024,Owner-B2,TID-A185,18.935780764632177
6/26/2024,Owner-B2,TID-A162,18.92996327193065
6/9/2024,Owner-C3,TID-A187,18.92873593886811
6/14/2024,Owner-B2,TID-A162,18.920811314538582
6/9/2024,Owner-A2,TID-A162,18.919922303198877
6/22/2024,Owner-A2,TID-A162,18.89942037127107
6/23/2024,Owner-A2,TID-A162,18.88940228
6/4/2024,Owner-A4,TID-A206,18.8844737
6/29/2024,Owner-A2,TID-A183,18.879398669896634
6/23/2024,Owner-C3,TID-A187,18.877175116360597
6/5/2024,Owner-A4,TID-A206,18.876278090381167
6/6/2024,Owner-A4,TID-A206,18.875511283943414
6/15/2024,Owner-C3,TID-A187,18.86868470535431
6/18/2024,Owner-C3,TID-A187,18.848018461170298
6/6/2024,Owner-A2,TID-A162,18.84326699177597
6/21/2024,Owner-C3,TID-A187,18.840387562053763
6/13/2024,Owner-B2,TID-A162,18.833274326823307
6/17/2024,Owner-A5,TID-A187,18.831066901152063
6/24/2024,Owner-B2,TID-A162,18.82114399146682
6/21/2024,Owner-B2,TID-A162,18.816823296177745
6/20/2024,Owner-C3,TID-A187,18.815759560528075
6/19/2024,Owner-C3,TID-A187,18.814772765567824
6/17/2024,Owner-C3,TID-A187,18.81397782100839
6/19/2024,Owner-A4,TID-A206,18.808409159821327
6/7/2024,Owner-A4,TID-A206,18.80737479144295
6/20/2024,Owner-A5,TID-A187,18.807224358173812
6/23/2024,Owner-B2,TID-A162,18.805279841705058
6/19/2024,Owner-A5,TID-A187,18.802460629495094
6/25/2024,Owner-B2,TID-A162,18.798745718506392
6/15/2024,Owner-A4,TID-A206,18.792846160677243
6/22/2024,Owner-B2,TID-A162,18.79084798401626
6/8/2024,Owner-A4,TID-A206,18.769010948539417
6/1/2024,Owner-C3,TID-A187,18.766822467870046
6/7/2024,Owner-A5,TID-A187,18.756497418844734
6/2/2024,Owner-A4,TID-A185,18.755503053410656
6/8/2024,Owner-A2,TID-A191,18.745474799778705
6/24/2024,Owner-A5,TID-A187,18.743342325325756
6/11/2024,Owner-A5,TID-A187,18.736311603260226
6/2/2024,Owner-A5,TID-A187,18.73206602268511
6/10/2024,Owner-A5,TID-A187,18.719779564667242
6/1/2024,Owner-A5,TID-A187,18.716401200030962
6/26/2024,Owner-B2,TID-A185,18.716131190340683
6/26/2024,Owner-A3,TID-A204,18.711973825674164
6/9/2024,Owner-A4,TID-A206,18.710603457656212
6/21/2024,Owner-A4,TID-A206,18.709741258149727
6/15/2024,Owner-A3,TID-A133,18.709153950298152
6/1/2024,Owner-A4,TID-A185,18.707035264475568
6/9/2024,Owner-A5,TID-A187,18.70580090729693
6/21/2024,Owner-A5,TID-A187,18.70260059995509
6/14/2024,Owner-A4,TID-A206,18.698522383440498
6/17/2024,Owner-A4,TID-A206,18.69775973956941
6/22/2024,Owner-A5,TID-A187,18.696159339859832
6/3/2024,Owner-A5,TID-A187,18.694596272583595
6/15/2024,Owner-A5,TID-A187,18.693865502213797
6/8/2024,Owner-A5,TID-A187,18.693310773729824
6/23/2024,Owner-A5,TID-A187,18.693060701596064
6/11/2024,Owner-B2,TID-A162,18.686281529609822
6/12/2024,Owner-A5,TID-A187,18.68475705
6/6/2024,Owner-B2,TID-A162,18.684660716175785
6/10/2024,Owner-B2,TID-A162,18.680545245676775
6/9/2024,Owner-B2,TID-A162,18.68030818473164
6/13/2024,Owner-A5,TID-A187,18.677378086171828
6/10/2024,Owner-A4,TID-A206,18.676341171114366
6/13/2024,Owner-A4,TID-A206,18.674795592786175
6/7/2024,Owner-B2,TID-A162,18.674510027512273
