date,container_cluster_name,k8's_appid,unblended_cost,
2024-06-27,MIPlatform-EKSCluster-PRD,4b8cf3f4-1b7b-7094-704b-997a234bcb4b,15.879895783364697,
2024-06-29,MIGeneral-EKSCluster-PRD,452d98ab-8946-49a8-9d4b-d164e2fedde9,15.878737883316871,
2024-06-23,MIGeneral-EKSCluster-PRD,ad95f403-1bb8-2094-b65a-ed776e4bcb10,15.86424356334133,
2024-06-06,MIInternal-EKSCluster-DEV,d916e755-1bc5-b850-db44-20aa234bcb49,15.86162685219849,
2024-06-17,MIInternal-EKSCluster-DEV,d916e755-1bc5-b850-db44-20aa234bcb49,15.857132293858378,
2024-06-01,MIGeneral-EKSCluster-PRD,ad95f403-1bb8-2094-b65a-ed776e4bcb10,15.8525756533752,
2024-06-16,MIGeneral-EKSCluster-PRD,ad95f403-1bb8-2094-b65a-ed776e4bcb10,15.851504091135531,
2024-06-18,MIInternal-EKSCluster-DEV,d916e755-1bc5-b850-db44-20aa234bcb49,15.85011012463723,
2024-06-02,MIGeneral-EKSCluster-PRD,ad95f403-1bb8-2094-b65a-ed776e4bcb10,15.84920829488564,
2024-06-30,MIGeneral-EKSCluster-PRD,4aa06e31-1bff-c090-b0b2-dce8dc4bcb4a,15.848974122511889,
2024-06-25,MIPlatform-EKSCluster-PRD,4b8cf3f4-1b7b-7094-704b-997a234bcb4b,15.847778620667526,
2024-06-28,MIPlatform-EKSCluster-PRD,4b8cf3f4-1b7b-7094-704b-997a234bcb4b,15.843201077793214,
2024-06-28,MIPlatform-EKSCluster-STG,aa3a5b33-790e-4965-ae16-a7cd49f804ca,15.84119805114308,
2024-06-04,MIInternal-EKSCluster-PRD,55afb219-1bf6-2c90-588b-86a5624bcbcc,15.839981272511826,
2024-06-22,MIPlatform-EKSCluster-STG,aa3a5b33-790e-4965-ae16-a7cd49f804ca,15.83949655118565,
2024-06-23,MIPlatform-EKSCluster-STG,aa3a5b33-790e-4965-ae16-a7cd49f804ca,15.83206779996889,
2024-06-01,MIPlatform-EKSCluster-DEV,001dace4-1bd1-f450-2078-21f2b24bcb69,15.831387386670485,
2024-06-20,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.813435475895197,
2024-06-15,MIGeneral-EKSCluster-PRD,ad95f403-1bb8-2094-b65a-ed776e4bcb10,15.801152969598665,
2024-06-04,MIPlatform-EKSCluster-PRD,asp0013247,15.80010784048181,
2024-06-13,MIInternal-EKSCluster-DEV,ad95f403-1bb8-2094-b65a-ed776e4bcb10,15.792299686323531,
2024-06-23,MIPlatform-EKSCluster-PRD,4b8cf3f4-1b7b-7094-704b-997a234bcb4b,15.792205519081108,
2024-06-16,MIInternal-EKSCluster-DEV,ad95f403-1bb8-2094-b65a-ed776e4bcb10,15.78981992324598,
2024-06-14,MIInternal-EKSCluster-DEV,ad95f403-1bb8-2094-b65a-ed776e4bcb10,15.77947815650036,
2024-06-18,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.774766766381875,
2024-06-08,MIPlatform-EKSCluster-STG,asp0013247,15.771902481860117,
2024-06-14,MIPlatform-EKSCluster-STG,aa3a5b33-790e-4965-ae16-a7cd49f804ca,15.767983464933058,
2024-06-21,MIInternal-EKSCluster-PRD,55afb219-1bf6-2c90-588b-86a5624bcbcc,15.767666953367614,
2024-06-17,MIInternal-EKSCluster-DEV,ad95f403-1bb8-2094-b65a-ed776e4bcb10,15.762817763733304,
2024-06-18,MIInternal-EKSCluster-DEV,ad95f403-1bb8-2094-b65a-ed776e4bcb10,15.762332339089983,
2024-06-19,MIInternal-EKSCluster-DEV,ad95f403-1bb8-2094-b65a-ed776e4bcb10,15.759565046457318,
2024-06-07,MIPlatform-EKSCluster-STG,asp0013247,15.750739689312786,
2024-06-16,MIPlatform-EKSCluster-DEV,3cb45c6a-ee0c-4021-a66c-e0230cce0656,15.74232591367607,
2024-06-22,MIPlatform-EKSCluster-PRD,4b8cf3f4-1b7b-7094-704b-997a234bcb4b,15.73838324796082,
2024-06-05,MIPlatform-EKSCluster-STG,asp0013247,15.737261294004256,
2024-06-30,MIPlatform-EKSCluster-PRD,4b8cf3f4-1b7b-7094-704b-997a234bcb4b,15.735855389702163,
2024-06-18,MIInternal-EKSCluster-PRD,5eb7d23d-1b7f-c090-b0b2-dce8dc4bcbaa,15.731570266768083,
2024-06-22,MIGeneral-EKSCluster-PRD,ad95f403-1bb8-2094-b65a-ed776e4bcb10,15.724316502660864,
2024-06-15,MIInternal-EKSCluster-DEV,ad95f403-1bb8-2094-b65a-ed776e4bcb10,15.720871917320014,
2024-06-26,MICAPIQ-EKS-DEV,1372c027-1bf2-7c10-e931-c80b234bcb11,15.709753326397704,
2024-06-29,MIPlatform-EKSCluster-STG,aa3a5b33-790e-4965-ae16-a7cd49f804ca,15.706589701997279,
2024-06-11,MIPlatform-EKSCluster-PRD,6b46306a-b432-40c9-be06-36e8f6b0db36,15.702284819404248,
2024-06-10,MIPlatform-EKSCluster-STG,aa3a5b33-790e-4965-ae16-a7cd49f804ca,15.69932802017042,
2024-06-11,MIPlatform-EKSCluster-STG,aa3a5b33-790e-4965-ae16-a7cd49f804ca,15.695603437687142,
2024-06-12,MIPlatform-EKSCluster-STG,aa3a5b33-790e-4965-ae16-a7cd49f804ca,15.69409592053001,
2024-06-12,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.692268265027733,
2024-06-16,MIPlatform-EKSCluster-STG,aa3a5b33-790e-4965-ae16-a7cd49f804ca,15.691009528647239,
2024-06-06,MIPlatform-EKSCluster-STG,asp0013247,15.687671211969729,
2024-06-06,MIInternal-EKSCluster-DEV,ad95f403-1bb8-2094-b65a-ed776e4bcb10,15.686378497982504,
2024-06-04,MIPlatform-EKSCluster-STG,aa3a5b33-790e-4965-ae16-a7cd49f804ca,15.68632402828667,
2024-06-01,MIInternal-EKSCluster-STG,c6070b36-8788-bd10-b7ad-ffb7cebb35c7,15.68438032744764,
2024-06-05,MIInternal-EKSCluster-PRD,55afb219-1bf6-2c90-588b-86a5624bcbcc,15.683335500109678,
2024-06-03,MIInternal-EKSCluster-DEV,d916e755-1bc5-b850-db44-20aa234bcb49,15.682818310736682,
2024-06-02,MIInternal-EKSCluster-STG,c6070b36-8788-bd10-b7ad-ffb7cebb35c7,15.679628181511866,
2024-06-15,MIPlatform-EKSCluster-STG,aa3a5b33-790e-4965-ae16-a7cd49f804ca,15.676244266436727,
2024-06-13,MIPlatform-EKSCluster-STG,aa3a5b33-790e-4965-ae16-a7cd49f804ca,15.655345528887093,
2024-06-04,MIInternal-EKSCluster-STG,905672e8-1be3-e010-9eb2-c88b234bcb85,15.65347732250584,
2024-06-04,MIInternal-EKSCluster-STG,5eb7d23d-1b7f-c090-b0b2-dce8dc4bcbaa,15.651921053873245,
2024-06-12,MIInternal-EKSCluster-DEV,ad95f403-1bb8-2094-b65a-ed776e4bcb10,15.648080171416915,
2024-06-05,MIInternal-EKSCluster-DEV,ad95f403-1bb8-2094-b65a-ed776e4bcb10,15.646630746604083,
2024-06-07,MIInternal-EKSCluster-DEV,ad95f403-1bb8-2094-b65a-ed776e4bcb10,15.639534150040623,
2024-06-15,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.63178994835985,
2024-06-29,MIPlatform-EKSCluster-PRD,4b8cf3f4-1b7b-7094-704b-997a234bcb4b,15.623333593786034,
2024-06-02,MIPlatform-EKSCluster-STG,65eed67f-f582-4d0d-9d78-f32835de51b0,15.61993174858314,
2024-06-09,MIPlatform-EKSCluster-STG,aa3a5b33-790e-4965-ae16-a7cd49f804ca,15.619327138263893,
2024-06-02,MIPlatform-EKSCluster-STG,aa3a5b33-790e-4965-ae16-a7cd49f804ca,15.6184069016106,
2024-06-03,MIPlatform-EKSCluster-STG,aa3a5b33-790e-4965-ae16-a7cd49f804ca,15.616522618761186,
2024-06-01,MIPlatform-EKSCluster-STG,65eed67f-f582-4d0d-9d78-f32835de51b0,15.612184801598385,
2024-06-06,MIPlatform-EKSCluster-STG,aa3a5b33-790e-4965-ae16-a7cd49f804ca,15.601347672203355,
2024-06-01,MIPlatform-EKSCluster-STG,aa3a5b33-790e-4965-ae16-a7cd49f804ca,15.589844999562105,
2024-06-07,MIPlatform-EKSCluster-STG,aa3a5b33-790e-4965-ae16-a7cd49f804ca,15.587559670842154,
2024-06-26,MIInternal-EKSCluster-PRD,ce8ac03d-1b30-3c90-db44-20aa234bcbef,15.578046068069451,
2024-06-26,MIInternal-EKSCluster-PRD,5eb7d23d-1b7f-c090-b0b2-dce8dc4bcbaa,15.576335901452268,
2024-06-08,MIInternal-EKSCluster-DEV,74f18b91-1ba1-3700-2a39-10e21d4bcbbe,15.57520674232988,
2024-06-08,MIInternal-EKSCluster-DEV,ad95f403-1bb8-2094-b65a-ed776e4bcb10,15.568230609859715,
2024-06-11,MIInternal-EKSCluster-DEV,ad95f403-1bb8-2094-b65a-ed776e4bcb10,15.567454221747752,
2024-06-08,MIPlatform-EKSCluster-STG,aa3a5b33-790e-4965-ae16-a7cd49f804ca,15.565869662528304,
2024-06-03,MIInternal-EKSCluster-DEV,ad95f403-1bb8-2094-b65a-ed776e4bcb10,15.542999284870733,
2024-06-02,MIInternal-EKSCluster-DEV,ad95f403-1bb8-2094-b65a-ed776e4bcb10,15.518752054438693,
2024-06-04,MIInternal-EKSCluster-DEV,ad95f403-1bb8-2094-b65a-ed776e4bcb10,15.516396305740793,
2024-06-10,MIInternal-EKSCluster-DEV,ad95f403-1bb8-2094-b65a-ed776e4bcb10,15.515987232250048,
2024-06-11,MIPlatform-EKSCluster-PRD,asp0013247,15.515063456484363,
2024-06-17,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.513910694051376,
2024-06-23,MIPlatform-EKSCluster-DEV,3cb45c6a-ee0c-4021-a66c-e0230cce0656,15.510521547574797,
2024-06-01,MIInternal-EKSCluster-DEV,ad95f403-1bb8-2094-b65a-ed776e4bcb10,15.506190773193966,
2024-06-17,MIInternal-EKSCluster-PRD,5eb7d23d-1b7f-c090-b0b2-dce8dc4bcbaa,15.505723538039884,
2024-06-07,MIInternal-EKSCluster-DEV,d916e755-1bc5-b850-db44-20aa234bcb49,15.503916710695544,
2024-06-16,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.500436471843699,
2024-06-21,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.489351906914441,
2024-06-22,MIInternal-EKSCluster-DEV,d916e755-1bc5-b850-db44-20aa234bcb49,15.482872349240033,
2024-06-09,MIInternal-EKSCluster-DEV,ad95f403-1bb8-2094-b65a-ed776e4bcb10,15.478742803936171,
2024-06-14,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.472284629549335,
2024-06-20,MIInternal-EKSCluster-PRD,5eb7d23d-1b7f-c090-b0b2-dce8dc4bcbaa,15.468095490546482,
2024-06-05,MIPlatform-EKSCluster-STG,aa3a5b33-790e-4965-ae16-a7cd49f804ca,15.454658908630677,
2024-06-15,MIInternal-EKSCluster-DEV,d916e755-1bc5-b850-db44-20aa234bcb49,15.448162317737287,
2024-06-25,MIInternal-EKSCluster-PRD,5eb7d23d-1b7f-c090-b0b2-dce8dc4bcbaa,15.440225625760762,
2024-06-24,MIInternal-EKSCluster-PRD,5eb7d23d-1b7f-c090-b0b2-dce8dc4bcbaa,15.431159148199296,
2024-06-30,MIGeneral-EKSCluster-PRD,b17b6764-1bef-0050-e50f-326fdc4bcb34,15.410335560559506,
2024-06-26,MIInternal-EKSCluster-PRD,55afb219-1bf6-2c90-588b-86a5624bcbcc,15.409903921847272,
2024-06-26,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.380934723823518,
2024-06-14,MIInternal-EKSCluster-DEV,d916e755-1bc5-b850-db44-20aa234bcb49,15.380895367440313,
2024-06-06,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.380422249570682,
2024-06-11,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.373401508820319,
2024-06-04,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.371202671283147,
2024-06-21,MIInternal-EKSCluster-PRD,5eb7d23d-1b7f-c090-b0b2-dce8dc4bcbaa,15.3672913283902,
2024-06-21,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.347196792668562,
2024-06-03,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.342509875840165,
2024-06-25,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.341694726213609,
2024-06-05,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.341554192121318,
2024-06-24,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.336778416742154,
2024-06-10,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.332923300880822,
2024-06-09,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.330506304612285,
2024-06-16,MIInternal-EKSCluster-PRD,5eb7d23d-1b7f-c090-b0b2-dce8dc4bcbaa,15.320567444748049,
2024-06-02,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.317933927654211,
2024-06-28,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.31182462368329,
2024-06-08,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.30797154691057,
2024-06-07,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.302709690896606,
2024-06-23,MIInternal-EKSCluster-DEV,d916e755-1bc5-b850-db44-20aa234bcb49,15.298761302240202,
2024-06-20,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.298220693450086,
2024-06-27,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.296825361545611,
2024-06-27,MIPlatform-EKSCluster-PRD,asp0013247,15.29632481152695,
2024-06-24,MIPlatform-EKSCluster-PRD,asp0013247,15.28917738501626,
2024-06-19,MIInternal-EKSCluster-PRD,5eb7d23d-1b7f-c090-b0b2-dce8dc4bcbaa,15.287914626918806,
2024-06-27,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.285779272659513,
2024-06-01,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.28117099812081,
2024-06-16,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.279867945423701,
2024-06-27,MIInternal-EKSGlobal-QA,(not set),15.27955997620909,
2024-06-26,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.27888830604992,
2024-06-25,MIPlatform-EKSCluster-PRD,asp0013247,15.275274757106795,
2024-06-15,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.274186029063276,
2024-06-23,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.26682840207939,
2024-06-24,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.258138799025721,
2024-06-25,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.257501770050212,
2024-06-18,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.255626416341032,
2024-06-27,MIInternal-EKSCluster-PRD,5eb7d23d-1b7f-c090-b0b2-dce8dc4bcbaa,15.255122328692408,
2024-06-28,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.254493284774973,
2024-06-22,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.249340545740912,
2024-06-13,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.239333454005935,
2024-06-29,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.234522563528833,
2024-06-24,MIInternal-EKSCluster-DEV,d916e755-1bc5-b850-db44-20aa234bcb49,15.23396370327578,
2024-06-30,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.23256185030857,
2024-06-22,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.23101680168466,
2024-06-27,MIInternal-EKSCluster-DEV,d916e755-1bc5-b850-db44-20aa234bcb49,15.22986387299835,
2024-06-19,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.229843636317174,
2024-06-23,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.228928359360175,
2024-06-17,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.226050921492646,
2024-06-26,MIPlatform-EKSCluster-PRD,asp0013247,15.225974645934938,
2024-06-29,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.219798637815764,
2024-06-08,MIInternal-EKSCluster-DEV,d916e755-1bc5-b850-db44-20aa234bcb49,15.218632179578307,
2024-06-01,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.218085463508688,
2024-06-02,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.210399364631163,
2024-06-28,MIPlatform-EKSCluster-PRD,asp0013247,15.207811276110345,
2024-06-30,MIGeneral-EKSCluster-PRD,8ce28440-1bb1-3b80-7f0c-65b82d4bcbbb,15.207063027051197,
2024-06-13,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.206320754032486,
2024-06-17,MIPlatform-EKSCluster-PRD,asp0013247,15.205395172003062,
2024-06-30,MIPlatform-EKSCluster-DEV,7a531051-676b-443f-8976-035607590d96,15.204269569279088,
2024-06-03,MIGeneral-EKSCluster-STG,b17b6764-1bef-0050-e50f-326fdc4bcb34,15.184589803090889,
2024-06-12,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.183678446727091,
2024-06-04,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.181898916916795,
2024-06-30,MIPlatform-EKSCluster-PRD,asp0013247,15.17657394892811,
2024-06-03,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.174664640647531,
2024-06-05,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.173302201884985,
2024-06-14,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.164549100463814,
2024-06-06,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.155594258985314,
2024-06-07,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.152329619621304,
2024-06-10,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.15147328770394,
2024-06-26,MIInternal-EKSCluster-DEV,d916e755-1bc5-b850-db44-20aa234bcb49,15.145231438311669,
2024-06-08,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.134553799860221,
2024-06-09,MIPlatform-EKSCluster-PRD,ece7956a-db0e-e090-ecf2-cafc13961938,15.124080762311372,
2024-06-15,MIMP-EKSCluster-QA,ece7956a-db0e-e090-ecf2-cafc13961938,15.1209626974732,
2024-06-21,MIInternal-EKSGlobal-QA,(not set),15.119077395859433,
2024-06-23,MIPlatform-EKSCluster-PRD,asp0013247,15.10628033411469,
2024-06-02,MIGeneral-EKSCluster-STG,b17b6764-1bef-0050-e50f-326fdc4bcb34,15.06610919731907,
2024-06-29,MIPlatform-EKSCluster-PRD,asp0013247,15.063871761598207,
2024-06-01,MIGeneral-EKSCluster-STG,b17b6764-1bef-0050-e50f-326fdc4bcb34,15.0552346379227,
2024-06-14,MIPlatform-EKSCluster-STG,c749a326-1b53-c954-aeb8-ec22b24bcbe6,15.048236713896241,
2024-06-22,MIInternal-EKSCluster-PRD,5eb7d23d-1b7f-c090-b0b2-dce8dc4bcbaa,15.045700190792298,
2024-06-15,MIPlatform-EKSCluster-STG,c749a326-1b53-c954-aeb8-ec22b24bcbe6,15.042452853196501,
2024-06-24,MIInternal-EKSCluster-PRD,55afb219-1bf6-2c90-588b-86a5624bcbcc,15.039391404485206,
2024-06-01,MIPlatform-EKSCluster-DEV,3cb45c6a-ee0c-4021-a66c-e0230cce0656,15.032041519159371,
2024-06-25,MIInternal-EKSCluster-DEV,d916e755-1bc5-b850-db44-20aa234bcb49,15.030363878900987,
2024-06-28,MIInternal-EKSCluster-PRD,5eb7d23d-1b7f-c090-b0b2-dce8dc4bcbaa,15.006026116484755,
2024-06-19,MIInternal-EKSCluster-DEV,d916e755-1bc5-b850-db44-20aa234bcb49,14.992790507607562,
2024-06-27,MIInternal-EKSCluster-DEV,74f18b91-1ba1-3700-2a39-10e21d4bcbbe,14.98853122424563,
2024-06-25,MIInternal-EKSCluster-PRD,ce8ac03d-1b30-3c90-db44-20aa234bcbef,14.985544086516978,
2024-06-30,MIInternal-EKSCluster-PRD,55afb219-1bf6-2c90-588b-86a5624bcbcc,14.980055987830205,
2024-06-24,MIInternal-EKSCluster-PRD,ce8ac03d-1b30-3c90-db44-20aa234bcbef,14.967597537371283,
2024-06-13,MIPlatform-EKSCluster-STG,c749a326-1b53-c954-aeb8-ec22b24bcbe6,14.964413085785534,
2024-06-29,MIInternal-EKSCluster-PRD,55afb219-1bf6-2c90-588b-86a5624bcbcc,14.954847691662538,
2024-06-12,MIInternal-EKSCluster-PRD,55afb219-1bf6-2c90-588b-86a5624bcbcc,14.949649177437918,
2024-06-11,MIPlatform-EKSCluster-STG,c749a326-1b53-c954-aeb8-ec22b24bcbe6,14.9487036034798,
2024-06-27,MIInternal-EKSCluster-PRD,55afb219-1bf6-2c90-588b-86a5624bcbcc,14.941621651517925,
2024-06-13,MIInternal-EKSCluster-PRD,55afb219-1bf6-2c90-588b-86a5624bcbcc,14.938316068167135,
2024-06-23,MIInternal-EKSCluster-PRD,5eb7d23d-1b7f-c090-b0b2-dce8dc4bcbaa,14.93359224578202,
2024-06-18,MIPlatform-EKSCluster-PRD,asp0013247,14.919707229767708,
2024-06-17,MIInternal-EKSCluster-PRD,55afb219-1bf6-2c90-588b-86a5624bcbcc,14.915684922482523,
2024-06-19,MIPlatform-EKSCluster-PRD,asp0013247,14.909964975414102,
2024-06-30,MICAPIQ-EKS-DEV,009ed244-1b5b-9d50-0ad2-e3fb234bcb5b,14.907554460345743,
2024-06-28,MIInternal-EKSCluster-PRD,55afb219-1bf6-2c90-588b-86a5624bcbcc,14.904905562959751,
2024-06-20,MIPlatform-EKSCluster-PRD,asp0013247,14.904799309466966,
2024-06-29,MIInternal-EKSCluster-DEV,d916e755-1bc5-b850-db44-20aa234bcb49,14.89205935928667,
2024-06-05,MIInternal-EKSCluster-DEV,f96e0f25-1bf9-a010-f6be-c995624bcb5d,14.8906688000412,
2024-06-25,MIInternal-EKSGlobal-QA,(not set),14.874912482818933,
2024-06-27,MIInternal-EKSCluster-PRD,ce8ac03d-1b30-3c90-db44-20aa234bcbef,14.87387827585787,
2024-06-07,MIPlatform-EKSCluster-STG,c749a326-1b53-c954-aeb8-ec22b24bcbe6,14.866536735654085,
2024-06-03,MIPlatform-EKSCluster-PRD,asp0013247,14.862495991458095,
2024-06-15,MIPlatform-EKSCluster-PRD,4b8cf3f4-1b7b-7094-704b-997a234bcb4b,14.857287133497502,
2024-06-22,MIPlatform-EKSCluster-PRD,asp0013247,14.853897221251698,
2024-06-22,MIInternal-EKSCluster-PRD,55afb219-1bf6-2c90-588b-86a5624bcbcc,14.85300596773245,
2024-06-30,MIInternal-EKSCluster-DEV,d916e755-1bc5-b850-db44-20aa234bcb49,14.848263683898702,
2024-06-10,MIPlatform-EKSCluster-STG,c749a326-1b53-c954-aeb8-ec22b24bcbe6,14.837076596727455,
2024-06-14,MIInternal-EKSCluster-PRD,55afb219-1bf6-2c90-588b-86a5624bcbcc,14.812129915088233,
2024-06-06,MIInternal-EKSCluster-PRD,55afb219-1bf6-2c90-588b-86a5624bcbcc,14.81017022737127,
2024-06-21,MIInternal-EKSCluster-PRD,ce8ac03d-1b30-3c90-db44-20aa234bcbef,14.807126849348046,
2024-06-12,MIPlatform-EKSCluster-STG,c749a326-1b53-c954-aeb8-ec22b24bcbe6,14.795511332531833,
2024-06-01,MIInternal-EKSCluster-DEV,d916e755-1bc5-b850-db44-20aa234bcb49,14.794599070386,
2024-06-07,MIPlatform-EKSCluster-PRD,asp0013247,14.793254600805822,
2024-06-02,MIInternal-EKSCluster-DEV,d916e755-1bc5-b850-db44-20aa234bcb49,14.792208942160643,
2024-06-21,MIPlatform-EKSCluster-PRD,asp0013247,14.791555654317333,
2024-06-14,MIInternal-EKSGlobal-QA,(not set),14.79087524853162,
2024-06-12,MIInternal-EKSGlobal-QA,(not set),14.775638719082874,
2024-06-06,MIPlatform-EKSCluster-STG,c749a326-1b53-c954-aeb8-ec22b24bcbe6,14.775570923311014,
2024-06-13,MIInternal-EKSGlobal-QA,(not set),14.772017169459259,
2024-06-11,MIInternal-EKSGlobal-QA,(not set),14.771229395980967,
2024-06-15,MIInternal-EKSCluster-PRD,55afb219-1bf6-2c90-588b-86a5624bcbcc,14.763991226816058,
2024-06-10,MIInternal-EKSCluster-PRD,55afb219-1bf6-2c90-588b-86a5624bcbcc,14.763119714253827,
2024-06-18,MIInternal-EKSGlobal-QA,(not set),14.758491161631026,
2024-06-07,MIInternal-EKSCluster-PRD,55afb219-1bf6-2c90-588b-86a5624bcbcc,14.758461353025341,
2024-06-17,MIPlatform-EKSCluster-STG,c749a326-1b53-c954-aeb8-ec22b24bcbe6,14.75335304952796,
2024-06-28,MIInternal-EKSGlobal-QA,(not set),14.752753411997833,
2024-06-20,MIPlatform-EKSCluster-STG,c749a326-1b53-c954-aeb8-ec22b24bcbe6,14.752319369529216,
2024-06-19,MIInternal-EKSGlobal-QA,(not set),14.752294861250181,
2024-06-26,MIInternal-EKSGlobal-QA,(not set),14.74502682464501,
2024-06-19,MIPlatform-EKSCluster-STG,c749a326-1b53-c954-aeb8-ec22b24bcbe6,14.73680362735948,
2024-06-02,MIPlatform-EKSCluster-PRD,asp0013247,14.736522838696263,
2024-06-29,MIGeneral-EKSCluster-PRD,8ce28440-1bb1-3b80-7f0c-65b82d4bcbbb,14.731011008394002,
2024-06-30,MIPlatform-EKSCluster-STG,c749a326-1b53-c954-aeb8-ec22b24bcbe6,14.72665016700693,
2024-06-21,MIPlatform-EKSCluster-STG,c749a326-1b53-c954-aeb8-ec22b24bcbe6,14.724639325900103,
2024-06-20,MIInternal-EKSGlobal-QA,(not set),14.708225236721916,
2024-06-08,MIPlatform-EKSCluster-PRD,asp0013247,14.702387244330026,
2024-06-01,MIPlatform-EKSCluster-PRD,asp0013247,14.700835330958622,
2024-06-10,MIPlatform-EKSCluster-PRD,asp0013247,14.699241139669226,
2024-06-27,MIPlatform-EKSCluster-STG,c749a326-1b53-c954-aeb8-ec22b24bcbe6,14.68595779570344,
2024-06-21,MIInternal-EKSCluster-DEV,d916e755-1bc5-b850-db44-20aa234bcb49,14.685247509756366,
2024-06-03,MIInternal-EKSCluster-PRD,55afb219-1bf6-2c90-588b-86a5624bcbcc,14.68421410575002,
2024-06-24,MIPlatform-EKSCluster-STG,c749a326-1b53-c954-aeb8-ec22b24bcbe6,14.669647637138596,
